Розділ I. ЖИВІ ТВАРИНИ; ПРОДУКТИ ТВАРИННОГО ПОХОДЖЕННЯ|||||
Група 01. Живі тварини|||||
0106 20 00 10|- - для зоопарків||0|0|шт
0106 20 00 90|- - інші||10|10|шт
|- птахи:||||
0106 31 00|- - хижі птахи:||||
0106 31 00 10|- - - для зоопарків||0|0|шт
0106 31 00 90|- - - інші||10|10|шт
0106 32 00|- - папугоподібні (включаючи папуг, довгохвостих папуг, ара та какаду):||||
0106 32 00 10|- - - для зоопарків||0|0|шт
0106 32 00 90|- - - інші||10|10|шт
0106 33 00|- - страуси; ему (Dromaіus novaehollandіae):||||
0106 33 00 10|- - - для зоопарків||0|0|шт
0106 33 00 90|- - - інші||10|10|шт
0106 39|- - інші:||||
0106 39 10|- - - голуби:||||
0106 39 10 10|- - - - для зоопарків||0|0|шт
0106 39 10 90|- - - - інші||10|10|шт
0106 39 80|- - - інші:||||
0106 39 80 10|- - - - для зоопарків||0|0|-
0106 39 80 90|- - - - інші||10|10|-
|- комахи:||||
0106 41 00 00|- - бджоли||10|10|-
0106 49 00|- - інші:||||
0106 49 00 10|- - - для зоопарків||0|0|-
0106 49 00 90|- - - інші||10|10|-
0106 90 00|- інші:||||
0106 90 00 10|- - для зоопарків||0|0|-
0106 90 00 90|- - інші||10|10|-
Група 02. М’ясо та їстівні субпродукти|||||
0201|М’ясо великої рогатої худоби, свіже або охолоджене:||||
0201 10 00 00|- туші та половини туш||15|15|-
0201 20|- інші відруби, необвалені:||||
0201 20 20 00|- - компенсовані четвертини||15|15|-
0201 20 30 00|- - нерозділені або розділені передні четвертини||15|15|-
0201 20 50 00|- - нерозділені або розділені задні четвертини||15|15|-
0201 20 90 00|- - інші||15|15|-
0201 30 00 00|- обвалені||15|15|-
0202|М’ясо великої рогатої худоби, морожене:||||
0202 10 00 00|- туші та половини туш||15|15|-
0202 20|- інші відруби, необвалені:||||
0202 20 10 00|- - компенсовані четвертини||15|15|-
0202 20 30 00|- - нерозділені або розділені передні четвертини||15|15|-
0202 20 50 00|- - нерозділені або розділені задні четвертини||15|15|-
0202 20 90 00|- - інші||15|15|-
0202 30|- обвалені:||||
0202 30 10 00|- - передні четвертини, цілі або розрубані як максимум на п’ять частин, кожна четвертина може бути лише в одному блоці; компенсовані четвертини у двох блоках, при цьому один з передніми четвертинами, цілими або розрубаними щонайбільше на п’ять частин, а другий з її задніми четвертинами, за винятком філе, одним шматком||15|15|-
0202 30 50 00|- - лопатка, шийно-лопаткова частина та грудинка||15|15|-
0202 30 90 00|- - інші||15|15|-
0203|Свинина, свіжа, охолоджена або морожена:||||
|- свіжа або охолоджена:||||
0203 11|- - туші та половини туш:||||
0203 11 10 00|- - - свійських свиней||12|12|-
0203 11 90 00|- - - інші||12|12|-
0203 12|- - окости, лопатки та їх відруби, необвалені:||||
|- - - свійських свиней:||||
0203 12 11 00|- - - - окости та їх відруби||12|12|-
0203 12 19 00|- - - - лопатки та їх відруби||12|12|-
0203 12 90 00|- - - інші||12|12|-
0203 19|- - інша:||||
|- - - свійських свиней:||||
0203 19 11 00|- - - - передній край та його відруби||12|12|-
0203 19 13 00|- - - - корейка та її відруби, необвалені||12|12|-
0203 19 15 00|- - - - грудинка з прошарком сала та її відруби||12|12|-
|- - - - інші:||||
0203 19 55 00|- - - - - обвалені||12|12|-
0203 19 59 00|- - - - - інші||12|12|-
0203 19 90 00|- - - інша||12|12|-
|- морожена:||||
0203 21|- - туші та половини туш:||||
0203 21 10 00|- - - свійських свиней||10|10|-
0203 21 90 00|- - - інші||10|10|-
0203 22|- - окости, лопатки та їх відруби, необвалені:||||
|- - - свійських свиней:||||
0203 22 11 00|- - - - окости та їх відруби||10|10|-
0203 22 19 00|- - - - лопатки та їх відруби||10|10|-
0203 22 90 00|- - - інші||10|10|-
0203 29|- - інша:||||
|- - - свійських свиней:||||
0203 29 11 00|- - - - передній край та його відруби||10|10|-
0203 29 13 00|- - - - корейка та її відруби, необвалені||10|10|-
0203 29 15 00|- - - - грудинка з прошарком сала та її відруби||10|10|-
|- - - - інші:||||
0203 29 55 00|- - - - - обвалені||10|10|-
0203 29 59 00|- - - - - інші||10|10|-
0203 29 90 00|- - - інша||10|10|-
0204|Баранина або козлятина, свіжа, охолоджена або морожена:||||
0204 10 00 00|- туші та половини туш ягнят, свіжі або охолоджені||10|10|-
|- інша баранина, свіжа або охолоджена:||||
0204 21 00 00|- - туші та половини туш||10|10|-
0204 22|- - інші відруби, необвалені:||||
0204 22 10 00|- - - передні четвертини короткого розрубу||10|10|-
0204 22 30 00|- - - хребтові краї спинної частини і/або ниркові частини||10|10|-
0204 22 50 00|- - - тазостегнові частини з гомілками||10|10|-
0204 22 90 00|- - - інші||10|10|-
0204 23 00 00|- - обвалена||10|10|-
0204 30 00 00|- туші та половини туш ягнят, морожені||10|10|-
|- інша баранина, морожена:||||
0204 41 00 00|- - туші та половини туш||10|10|-
0204 42|- - інші відруби, необвалені:||||
0204 42 10 00|- - - передні четвертини короткого розрубу||10|10|-
0204 42 30 00|- - - хребтові краї спинної частини і/або ниркові частини||10|10|-
0204 42 50 00|- - - тазостегнові частини з гомілками||10|10|-
0204 42 90 00|- - - інші||10|10|-
0204 43|- - обвалені:||||
0204 43 10 00|- - - ягнят||10|10|-
0204 43 90 00|- - - інші||10|10|-
0204 50|- козлятина:||||
|- - свіжа або охолоджена:||||
0204 50 11 00|- - - туші та половини туш||10|10|-
0204 50 13 00|- - - передні четвертини короткого розрубу||10|10|-
0204 50 15 00|- - - хребтові краї спинної частини і/або ниркові частини||10|10|-
0204 50 19 00|- - - тазостегнові частини з гомілками||10|10|-
|- - - інші:||||
0204 50 31 00|- - - - відруби, необвалені||10|10|-
0204 50 39 00|- - - - відруби, обвалені||10|10|-
|- - морожена:||||
0204 50 51 00|- - - туші та половини туш||10|10|-
0204 50 53 00|- - - передні четвертини короткого розрубу||10|10|-
0204 50 55 00|- - - хребтові краї спинної частини і/або ниркові частини||10|10|-
0204 50 59 00|- - - тазостегнові частини з гомілками||10|10|-
|- - - інші:||||
0204 50 71 00|- - - - відруби, необвалені||10|10|-
0204 50 79 00|- - - - відруби, обвалені||10|10|-
0205 00|М’ясо коней, віслюків, мулів або лошаків, свіже, охолоджене або морожене:||||
0205 00 20 00|- свіже або охолоджене||12|12|-
0205 00 80 00|- морожене||12|12|-
0206|Субпродукти їстівні великої рогатої худоби, свиней, овець, кіз, коней, віслюків, мулів або лошаків, свіжі, охолоджені або морожені:||||
0206 10|- великої рогатої худоби, свіжі або охолоджені:||||
0206 10 10 00|- - для виробництва фармацевтичних продуктів||15|15|-
|- - інші:||||
0206 10 95 00|- - - товста діафрагма і тонка діафрагма||15|15|-
0206 10 98 00|- - - інші||15|15|-
|- великої рогатої худоби, морожені:||||
0206 21 00 00|- - язики||12|12|-
0206 22 00 00|- - печінка||15|15|-
0206 29|- - інші:||||
0206 29 10 00|- - - для виробництва фармацевтичних продуктів||12|12|-
|- - - інші:||||
0206 29 91 00|- - - - товста діафрагма і тонка діафрагма||12|12|-
0206 29 99 00|- - - - інші||12|12|-
0206 30 00 00|- свиней, свіжі або охолоджені||15|15|-
|- свиней, морожені:||||
0206 41 00 00|- - печінка||10|10|-
0206 49 00 00|- - інші||10|10|-
0206 80|- інші, свіжі або охолоджені:||||
0206 80 10 00|- - для виробництва фармацевтичних продуктів||15|15|-
|- - інші:||||
0206 80 91 00|- - - коней, віслюків, мулів або лошаків||15|15|-
0206 80 99 00|- - - овець та кіз||15|15|-
0206 90|- інші, морожені:||||
0206 90 10 00|- - для виробництва фармацевтичних продуктів||15|15|-
|- - інші:||||
0206 90 91 00|- - - коней, віслюків, мулів або лошаків||15|15|-
0206 90 99 00|- - - овець та кіз||15|15|-
0207|М’ясо та їстівні субпродукти свійської птиці, зазначеної в товарній позиції 0105, свіжі, охолоджені або морожені:||||
|- курей свійських (Gallus domestіcus):||||
0207 11|- - не розрізані на частини, свіжі або охолоджені:||||
0207 11 10 00|- - - обскубані, напівпатрані, з головою та лапами, так звані "83 % курчата"||15|15|-
0207 11 30 00|- - - обскубані, патрані, без голови та лапок, але з шиєю, серцем, печінкою та шлунком, так звані "70 % курчата"||15|15|-
0207 11 90 00|- - - обскубані, патрані, без голови, лапок, шиї, серця, печінки та шлунка, так звані "65 % курчата", або в іншому вигляді||15|15|-
0207 12|- - не розрізані на частини, морожені:||||
0207 12 10 00|- - - обскубані, патрані, без голови та лапок, але з шиєю, серцем, печінкою та шлунком, так звані "70 % курчата"||12|12|-
0207 12 90 00|- - - обскубані, патрані, без голови, лапок, шиї, серця, печінки та шлунка, так звані "65 % курчата", або в іншому вигляді||12|12|-
0207 13|- - частини тушок і субпродукти, свіжі або охолоджені:||||
|- - - частини тушок:||||
0207 13 10 00|- - - - обвалені||12|12|-
|- - - - необвалені:||||
0207 13 20 00|- - - - - половини та четвертини||12|12|-
0207 13 30 00|- - - - - крила цілі, з кінчиками або без них||12|12|-
0207 13 40 00|- - - - - спини, шиї, спини з шиями, гузки, кінчики крил||12|12|-
0207 13 50 00|- - - - - грудинки та їх частини||12|12|-
0207 13 60 00|- - - - - ніжки та їх частини||12|12|-
0207 13 70 00|- - - - - інші||12|12|-
|- - - субпродукти:||||
0207 13 91 00|- - - - печінка||12|12|-
0207 13 99 00|- - - - інші||12|12|-
0207 14|- - частини тушок і субпродукти, морожені:||||
|- - - частини тушок:||||
0207 14 10 00|- - - - обвалені||10|10|-
|- - - - необвалені:||||
0207 14 20 00|- - - - - половини та четвертини||10|10|-
0207 14 30 00|- - - - - крила цілі, з кінчиками або без них||10|10|-
0207 14 40 00|- - - - - спини, шиї, спини з шиями, гузки, кінчики крил||10|10|-
0207 14 50 00|- - - - - грудинки та їх частини||10|10|-
0207 14 60 00|- - - - - ніжки та їх частини||10|10|-
0207 14 70 00|- - - - - інші||10|10|-
|- - - субпродукти:||||
0207 14 91 00|- - - - печінка||10|10|-
0207 14 99 00|- - - - інші||10|10|-
|- індиків:||||
0207 24|- - не розділені на частини, свіжі або охолоджені:||||
0207 24 10 00|- - - обскубані, патрані, без голови та лапок, але з шиєю, серцем, печінкою та шлунком, так звані 80 % індики"||15|15|-
0207 24 90 00|- - - обскубані, патрані, без голови, лапок, шиї, серця, печінки та шлунка, так звані "73 % індики", або в іншому вигляді||15|15|-
0207 25|- - не розрізані на частини, морожені:||||
0207 25 10 00|- - - обскубані, патрані, без голови та лапок, але з шиєю, серцем, печінкою та шлунком, так звані "80 % індики"||5|5|-
0207 25 90 00|- - - обскубані, патрані, без голови, лапок, шиї, серця, печінки і шлунка, так звані "73 % індики", або в іншому вигляді||5|5|-
0207 26|- - частини тушок і субпродукти, свіжі або охолоджені:||||
|- - - частини тушок:||||
0207 26 10 00|- - - - обвалені||15|15|-
|- - - - необвалені:||||
0207 26 20 00|- - - - - половини та четвертини||15|15|-
0207 26 30 00|- - - - - крила цілі, з кінчиками або без них||15|15|-
0207 26 40 00|- - - - - спини, шиї, спини з шиями, гузки, кінчики крил||15|15|-
0207 26 50 00|- - - - - грудинки та їх частини||15|15|-
|- - - - - ніжки та їх частини:||||
0207 26 60 00|- - - - - - гомілки та їх частини||15|15|-
0207 26 70 00|- - - - - - інші||15|15|-
0207 26 80 00|- - - - - інші||15|15|-
|- - - субпродукти:||||
0207 26 91 00|- - - - печінка||15|15|-
0207 26 99 00|- - - - інші||15|15|-
0207 27|- - частини тушок і субпродукти, морожені:||||
|- - - частини тушок:||||
0207 27 10 00|- - - - обвалені||5|5|-
|- - - - необвалені:||||
0207 27 20 00|- - - - - половини та четвертини||5|5|-
0207 27 30 00|- - - - - крила цілі, з кінчиками або без них||5|5|-
0207 27 40 00|- - - - - спини, шиї, спини з шиями, гузки, кінчики крил||5|5|-
0207 27 50 00|- - - - - грудинки та їх частини||5|5|-
|- - - - - ніжки та їх частини:||||
0207 27 60 00|- - - - - - гомілки та їх частини||5|5|-
0207 27 70 00|- - - - - - інші||5|5|-
0207 27 80 00|- - - - - інші||5|5|-
|- - - субпродукти:||||
0207 27 91 00|- - - - печінка||5|5|-
0207 27 99 00|- - - - інші||5|5|-
|- качок:||||
0207 41|- - не розрізані на частини, свіжі або охолоджені:||||
0207 41 20 00|- - - обскубані, знекровлені, без кишок, але непатрані, з головою та лапками, так звані "85 % качки"||15|15|-
0207 41 30 00|- - - обскубані, патрані, без голови та лапок, але з шиєю, серцем, печінкою та шлунком, так звані "70 % качки"||15|15|-
0207 41 80 00|- - - обскубані, патрані, без голови, лапок, шиї, серця, печінки та шлунка, так звані "63 % качки", або в іншому вигляді||15|15|-
0207 42|- - не розрізані на частини, заморожені:||||
0207 42 30 00|- - - обскубані, патрані, без голови та лапок, але з шиєю, серцем, печінкою та шлунком, так звані "70 % качки"||12|12|-
0207 42 80 00|- - - обскубані, патрані, без голови, лапок, шиї, серця, печінки та шлунка, так звані "63 % качки", або в іншому вигляді||12|12|-
0207 43 00 00|- - печінка жирна, свіжа або охолоджена||12|12|-
0207 44|- - інші, свіжі або охолоджені:||||
|- - - розрізані:||||
0207 44 10 00|- - - - обвалені||15|15|-
|- - - - необвалені:||||
0207 44 21 00|- - - - - половини або четвертини||15|15|-
0207 44 31 00|- - - - - крила цілі, з кінчиками або без них||15|15|-
0207 44 41 00|- - - - - спини, шиї, спини з шиями, гузки, кінчики крил||15|15|-
0207 44 51 00|- - - - - грудинки та їх частини||15|15|-
0207 44 61 00|- - - - - ніжки та їх частини||15|15|-
0207 44 71 00|- - - - - палетоти||15|15|-
0207 44 81 00|- - - - - інші||15|15|-
|- - - субпродукти:||||
0207 44 91 00|- - - - печінка, крім жирної||15|15|-
0207 44 99 00|- - - - інші||15|15|-
0207 45|- - інші, заморожені:||||
|- - - розрізані:||||
0207 45 10 00|- - - - обвалені||15|15|-
|- - - - необвалені:||||
0207 45 21 00|- - - - - половини або четвертини||15|15|-
0207 45 31 00|- - - - - крила цілі, з кінчиками або без них||15|15|-
0207 45 41 00|- - - - - спини, шиї, спини з шиями, гузки, кінчики крил||15|15|-
0207 45 51 00|- - - - - грудинки та їх частини||15|15|-
0207 45 61 00|- - - - - ніжки та їх частини||15|15|-
0207 45 71 00|- - - - - палетоти||15|15|-
0207 45 81 00|- - - - - інші||15|15|-
|- - - субпродукти:||||
|- - - - печінка:||||
0207 45 93 00|- - - - - жирна||15|15|-
0207 45 95 00|- - - - - інша||15|15|-
0207 45 99 00|- - - - інші||15|15|-
|- гусей:||||
0207 51|- - не розрізані на частини, свіжі або охолоджені:||||
0207 51 10 00|- - - обскубані, знекровлені, але непатрані, з головою та лапками, так звані "82 % гуси"||15|15|-
0207 51 90 00|- - - обскубані, патрані, без голови та лапок, але з серцем і шлунком чи без них, так звані "75 % гуси", або в іншому вигляді||15|15|-
0207 52|- - не розрізані на частини, заморожені:||||
0207 52 10 00|- - - обскубані, знекровлені, непатрані, але з головою та лапками, так звані "82 % гуси"||12|12|-
0207 52 90 00|- - - обскубані, патрані, без голови та лапок, але з серцем і шлунком чи без них, так звані "75 % гуси", або в іншому вигляді||12|12|-
0207 53 00 00|- - печінка жирна, свіжа або охолоджена||12|12|-
0207 54|- - інші, свіжі або охолоджені:||||
|- - - розрізані:||||
0207 54 10 00|- - - - обвалені||15|15|-
|- - - - необвалені:||||
0207 54 21 00|- - - - - половини або четвертини||15|15|-
0207 54 31 00|- - - - - крила цілі, з кінчиками або без них||15|15|-
0207 54 41 00|- - - - - спини, шиї, спини з шиями, гузки, кінчики крил||15|15|-
0207 54 51 00|- - - - - грудинки та їх частини||15|15|-
0207 54 61 00|- - - - - ніжки та їх частини||15|15|-
0207 54 71 00|- - - - - палетоти||15|15|-
0207 54 81 00|- - - - - інші||15|15|-
|- - - субпродукти:||||
0207 54 91 00|- - - - печінка, крім жирної||15|15|-
0207 54 99 00|- - - - інші||15|15|-
0207 55|- - інші, заморожені:||||
|- - - розрізані:||||
0207 55 10 00|- - - - обвалені||15|15|-
|- - - - необвалені:||||
0207 55 21 00|- - - - - половини або четвертини||15|15|-
0207 55 31 00|- - - - - крила цілі, з кінчиками або без них||15|15|-
0207 55 41 00|- - - - - спини, шиї, спини з шиями, гузки, кінчики крил||15|15|-
0207 55 51 00|- - - - - грудинки та їх частини||15|15|-
0207 55 61 00|- - - - - ніжки та їх частини||15|15|-
0207 55 71 00|- - - - - палетоти||15|15|-
0207 55 81 00|- - - - - інші||15|15|-
|- - - субпродукти:||||
|- - - - печінка:||||
0207 55 93 00|- - - - - печінка жирна||15|15|-
0207 55 95 00|- - - - - інша||15|15|-
0207 55 99 00|- - - - інші||15|15|-
0207 60|- цесарок:||||
0207 60 05|- - не розрізані на частини, свіжі, охолоджені чи заморожені:||||
0207 60 05 10|- - - заморожені||12|12|-
0207 60 05 90|- - - інші||15|15|-
|- - інші, свіжі, охолоджені чи заморожені:||||
|- - - розрізані:||||
0207 60 10 00|- - - - обвалені||15|15|-
|- - - - необвалені:||||
0207 60 21 00|- - - - - половини або четвертини||15|15|-
0207 60 31 00|- - - - - крила цілі, з кінчиками або без них||15|15|-
0207 60 41 00|- - - - - спини, шиї, спини з шиями, гузки, кінчики крил||15|15|-
0207 60 51 00|- - - - - грудинки та їх частини||15|15|-
0207 60 61 00|- - - - - ніжки та їх частини||15|15|-
0207 60 81 00|- - - - - інші||15|15|-
|- - - субпродукти:||||
0207 60 91 00|- - - - печінка||15|15|-
0207 60 99 00|- - - - інші||15|15|-
0208|Інші м’ясо та їстівні субпродукти, свіжі, охолоджені або морожені:||||
0208 10|- кролятина або зайчатина:||||
0208 10 10 00|- - свійських кроликів||15|15|-
0208 10 90 00|- - інші||15|15|-
0208 30 00 00|- приматів||15|15|-
0208 40|- китів, дельфінів, морських свиней (ссавці ряду Cetacea); ламантинів і дюгонів (ссавці ряду Sіrenіa); тюленів, морських левів та моржів (ссавці підряду Pіnnіpedіa):||||
0208 40 10 00|- - м’ясо китів||15|15|-
0208 40 20 00|- - м’ясо тюленів||15|15|-
0208 40 80 00|- - інше||15|15|-
0208 50 00 00|- рептилій (включаючи змій і черепах)||15|15|-
0208 60 00 00|- верблюдів та інших тварин родини верблюдячих (Camelіdae)||15|15|-
0208 90|- інші:||||
0208 90 10 00|- - свійських голубів||15|15|-
0208 90 30 00|- - дичини, крім кролятини або зайчатини||15|15|-
0208 90 60 00|- - північних оленів||15|15|-
0208 90 70 00|- - жаб’ячі лапки||15|15|-
0208 90 98 00|- - інші||15|15|-
0209|Свинячий жир, який відокремлений від пісного м’яса, та жир свійської птиці, не витоплені та не виділені іншим способом, свіжі, охолоджені, морожені, солені або в розсолі, сушені або копчені:||||
0209 10|- свинячий:||||
|- - підшкірний жир (сало):||||
0209 10 11 00|- - - свіжий, охолоджений, морожений, солоний або в розсолі||15|15|-
0209 10 19 00|- - - сушене або копчене||15|15|-
0209 10 90 00|- - свинячий жир, відмінний від того, що зазначений у товарній підкатегорії 0209 10 11 00 або 0209 10 19 00||15|15|-
0209 90 00 00|- інший||15|15|-
0210|М’ясо та їстівні м’ясні субпродукти, солоні або в розсолі, сушені або копчені; їстівне борошно з м’яса або м’ясних субпродуктів:||||
|- свинина:||||
0210 11|- - окости, лопатки та їх відруби, необвалені:||||
|- - - свійських свиней:||||
|- - - - солоне або в розсолі:||||
0210 11 11 00|- - - - - окости та їх відруби||20|20|-
0210 11 19 00|- - - - - лопатки та їх відруби||20|20|-
|- - - - сушені або копчені:||||
0210 11 31 00|- - - - - окости та їх відруби||20|20|-
0210 11 39 00|- - - - - лопатки та їх відруби||20|20|-
0210 11 90 00|- - - інші||20|20|-
0210 12|- - грудинка з прошарком сала та її відруби:||||
|- - - свійських свиней:||||
0210 12 11 00|- - - - солоні або в розсолі||10|10|-
0210 12 19 00|- - - - сушені або копчені||10|10|-
0210 12 90 00|- - - інші||10|10|-
0210 19|- - інша:||||
|- - - свійських свиней:||||
|- - - - солона або в розсолі:||||
0210 19 10 00|- - - - - беконні половини або спенсери||10|10|-
0210 19 20 00|- - - - - три чверті свинячого боку або серединки||10|10|-
0210 19 30 00|- - - - - передній край і відруби переднього краю||10|10|-
0210 19 40 00|- - - - - корейка та її відруби||10|10|-
0210 19 50 00|- - - - - інша||10|10|-
|- - - - сушена або копчена:||||
0210 19 60 00|- - - - - передній край і відруби переднього краю||10|10|-
0210 19 70 00|- - - - - корейки та її відруби||10|10|-
|- - - - - інша:||||
0210 19 81 00|- - - - - - обвалена||10|10|-
0210 19 89 00|- - - - - - інша||10|10|-
0210 19 90 00|- - - інша||10|10|-
0210 20|- м’ясо великої рогатої худоби:||||
0210 20 10 00|- - необвалене||15|15|-
0210 20 90 00|- - обвалене||15|15|-
|- інші, включаючи їстівне борошно з м’яса або м’ясних субпродуктів:||||
0210 91 00 00|- - приматів||20|20|-
0210 92|- - китів, дельфінів, морських свиней (ссавців ряду Сetacea); ламантинів і дюгонів (ссавців ряду Sіrenіa); тюленів, морських левів та моржів (ссавці підряду Pіnnіpedіa):||||
0210 92 10 00|- - - китів, дельфінів, морських свиней (ссавців ряду Сetacea); ламантинів і дюгонів (ссавців ряду Sіrenіa)||20|20|-
|- - - інші:||||
0210 92 91 00|- - - - м’ясо||20|20|-
0210 92 92 00|- - - - субпродукти||20|20|-
0210 92 99 00|- - - - їстівне борошно з м’яса або м’ясних субпродуктів||20|20|-
0210 93 00 00|- - рептилій (включаючи змій і черепах)||20|20|-
0210 99|- - інші:||||
|- - - м’ясо:||||
0210 99 10 00|- - - - конина, солона або в розсолі чи висушена||20|20|-
|- - - - баранина та козлятина:||||
0210 99 21 00|- - - - - необвалена||20|20|-
0210 99 29 00|- - - - - обвалена||20|20|-
0210 99 31 00|- - - - північних оленів||20|20|-
0210 99 39 00|- - - - інше||20|20|-
|- - - субпродукти:||||
|- - - - свійських свиней:||||
0210 99 41 00|- - - - - печінка||20|20|-
0210 99 49 00|- - - - - інші||20|20|-
|- - - - великої рогатої худоби:||||
0210 99 51 00|- - - - - товста діафрагма і тонка діафрагма||20|20|-
0210 99 59 00|- - - - - інші||20|20|-
|- - - - інші:||||
|- - - - - печінка свійської птиці:||||
0210 99 71 00|- - - - - - жирна печінка гусей чи качок, солона або в розсолі||20|20|-
0210 99 79 00|- - - - - - інші||20|20|-
0210 99 85 00|- - - - - інші||20|20|-
0210 99 90 00|- - - їстівне борошно з м’яса або м’ясних субпродуктів||20|20|-
Група 03. Риба і ракоподібні, молюски та інші водяні безхребетні|||||
0301|Жива риба:||||
|- декоративна риба:||||
0301 11 00 00|- - прісноводна||10|10|-
0301 19 00 00|- - інша||5|5|-
|- інша жива риба:||||
0301 91|- - форель (Salmo trutta, Oncorhynchus mykіss, Oncorhynchus clarkі, Oncorhynchus aguabonіta, Oncorhynchus gіlae, Oncorhynchus apache та Оncorhynchus chrysogaster):||||
0301 91 10 00|- - - видів Oncorhynchus apache та Oncorhynchus chrysogaster||10|10|-
0301 91 90 00|- - - інша||10|10|-
